YEAR,PROGRAM,STUDY,DESCRIPTION,DESIGN,LOC,VAR,TYPE,REP,BLOCK,PLOT,ROW,COL,TWT,YIELD,PLTHT,NOTES
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CT69,plot,2,15,2348,15,48,794,4351,39.37,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",CT95,plot,2,14,2340,14,50,792,4365,31.89,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN12,plot,2,3,2224,3,44,797,4176,42.52,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN17,plot,2,3,2223,3,43,781,4102,45.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN23,plot,2,2,2219,2,49,784,4136,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN28,plot,2,2,2220,2,50,775,4721,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN35,plot,2,3,2221,3,41,785,4506,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN37,plot,2,3,2222,3,42,768,3430,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN43,plot,2,16,2359,16,49,794,4620,41.73,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN44,plot,2,16,2360,16,50,792,4580,44.09,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN5,plot,2,12,2311,12,41,776,4802,46.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN51,plot,2,13,2325,13,45,789,4129,40.55,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN58,plot,2,13,2326,13,46,783,3927,43.31,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN61,plot,2,2,2217,2,47,778,3598,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN62,plot,2,2,2218,2,48,770,4143,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN72,plot,2,11,2301,11,41,787,4573,46.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN8,plot,2,12,2312,12,42,781,4802,46.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN80,plot,2,11,2302,11,42,790,4479,47.24,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN82,plot,2,13,2322,13,42,802,4882,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",GOODSYN88,plot,2,13,2321,13,41,800,4862,43.31,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_124,plot,2,6,2252,6,42,751,4990,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_132,plot,2,6,2260,6,50,701,4331,36.61,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_133,plot,2,6,2259,6,49,688,4048,32.68,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_141,plot,2,7,2261,7,41,731,4243,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_155,plot,2,7,2269,7,49,701,3658,39.37,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_174,plot,2,6,2253,6,43,773,4472,32.68,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_175,plot,2,7,2266,7,46,721,3894,35.04,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_182,plot,2,7,2268,7,48,729,4755,36.61,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_237,plot,2,6,2256,6,46,745,4970,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_240,plot,2,7,2263,7,43,763,4876,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_246,plot,2,7,2262,7,42,739,4734,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_256,plot,2,7,2270,7,50,711,4459,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_261,plot,2,6,2254,6,44,725,4526,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_266,plot,2,6,2257,6,47,737,4412,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_267,plot,2,7,2267,7,47,692,4075,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_29,plot,2,7,2265,7,45,702,3349,39.37,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_37,plot,2,6,2258,6,48,731,4136,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_44,plot,2,6,2255,6,45,778,5353,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_83,plot,2,7,2264,7,44,682,2925,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",HW_98,plot,2,6,2251,6,41,770,5299,33.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE06545,plot,2,17,2366,17,46,748,5138,35.04,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE12568,plot,2,20,2396,20,46,750,3457,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE12571,plot,2,20,2395,20,45,792,5508,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13407,plot,2,12,2314,12,44,782,4627,33.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13412,plot,2,5,2241,5,41,798,4089,35.83,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13417,plot,2,12,2313,12,43,779,3342,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13441,plot,2,3,2226,3,46,759,4862,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13449,plot,2,20,2391,20,41,757,5528,33.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13470,plot,2,12,2318,12,48,756,5319,34.25,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13498,plot,2,8,2273,8,43,798,5050,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13510,plot,2,12,2317,12,47,772,5030,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13522,plot,2,2,2212,2,42,789,5010,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13556,plot,2,2,2215,2,45,776,4015,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13571,plot,2,8,2274,8,44,753,4452,40.55,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13589,plot,2,5,2249,5,49,780,4660,39.37,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13593,plot,2,16,2353,16,43,780,5057,39.37,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13607,plot,2,19,2382,19,42,735,4647,37.8,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13625,plot,2,8,2280,8,50,784,5232,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13627,plot,2,2,2216,2,46,753,4331,33.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13628,plot,2,20,2392,20,42,784,5151,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13630,plot,2,5,2242,5,42,733,4977,33.46,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13637,plot,2,19,2381,19,41,749,5319,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13638,plot,2,3,2225,3,45,715,3658,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13639,plot,2,2,2211,2,41,770,4970,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13655,plot,2,9,2290,9,50,705,1917,41.34,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13660,plot,2,9,2289,9,49,725,3376,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13680,plot,2,16,2354,16,44,783,5044,41.34,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13695,plot,2,8,2279,8,49,747,4479,44.09,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13697,plot,2,5,2248,5,48,760,4022,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13698,plot,2,5,2247,5,47,765,4788,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NE13700,plot,2,5,2250,5,50,764,4365,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NH13415,plot,2,1,2205,1,45,795,4479,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NH13606,plot,2,1,2206,1,46,749,3443,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NH13692,plot,2,18,2371,18,41,741,3591,43.31,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NH13693,plot,2,18,2372,18,42,730,4297,42.52,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13455,plot,2,17,2362,17,42,758,4741,37.4,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13457,plot,2,13,2324,13,44,774,4425,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13499,plot,2,8,2271,8,41,801,5178,40.16,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13502,plot,2,2,2214,2,44,787,4950,36.61,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13516,plot,2,20,2393,20,43,761,5441,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13526,plot,2,17,2361,17,41,777,4647,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13536,plot,2,17,2367,17,47,779,4607,30.31,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13559,plot,2,12,2315,12,45,727,4620,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13563,plot,2,20,2394,20,44,763,5037,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13572,plot,2,8,2272,8,42,772,4882,41.34,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13575,plot,2,2,2213,2,43,785,4667,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13596,plot,2,12,2316,12,46,752,5360,38.98,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13615,plot,2,13,2323,13,43,735,4365,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13652,plot,2,19,2384,19,44,778,5145,39.37,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13666,plot,2,17,2368,17,48,743,3652,28.35,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",NW13669,plot,2,19,2383,19,43,751,5077,38.58,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_10,plot,2,22,3215,22,45,806,5084,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_105,plot,2,22,3212,22,42,813,4378,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_108,plot,2,21,3210,21,50,797,4808,33.07,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_11,plot,2,22,3218,22,48,797,4492,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_111,plot,2,22,3219,22,49,756,5151,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_112,plot,2,21,3201,21,41,829,4539,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_113,plot,2,22,3213,22,43,796,4748,29.92,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_115,plot,2,22,3216,22,46,798,4156,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_119,plot,2,22,3214,22,44,801,4560,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_122,plot,2,21,3202,21,42,795,4687,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_123,plot,2,21,3203,21,43,808,3901,35.43,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_124,plot,2,22,3211,22,41,797,5003,31.5,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_46,plot,2,21,3206,21,46,798,4311,29.13,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_48,plot,2,21,3209,21,49,791,4580,32.28,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_52,plot,2,22,3220,22,50,769,4997,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_63,plot,2,21,3207,21,47,785,4425,33.86,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_65,plot,2,21,3208,21,48,792,4418,34.65,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_67,plot,2,21,3204,21,44,817,4499,37.01,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_69,plot,2,21,3205,21,45,787,4600,36.22,
2014,University of Nebraska,YldQtl-Val_2014_Lincoln,"Yield QTL Validation, Yield QTL Validation,",CRD,"Lincoln, NE",TX1112_87,plot,2,22,3217,22,47,792,4365,31.5,